"","Unknown.305","Unknown.356","Unknown.220","Unknown.290","Unknown.193","Unknown.369","Unknown.258","Unknown.138","Unknown.299","Unknown.55","Unknown.198","Unknown.353","Unknown.337","Unknown.116","Unknown.298","Unknown.185","Unknown.234","Unknown.221","Unknown.201","Unknown.359","Unknown.190","Unknown.296","Unknown.254","Unknown.194","Unknown.70","Unknown.303","Unknown.232","Unknown.89","Unknown.145","Unknown.178","Unknown.375","Unknown.144","Unknown.109","Unknown.239","Unknown.226","Unknown.118","Unknown.360","Unknown.180","Unknown.274","Unknown.338","Unknown.80","Unknown.174","Unknown.247","Unknown.197","Unknown.186","Unknown.184","Unknown.204","Unknown.210","Unknown.42","Unknown.383","Unknown.286","Unknown.153","Unknown.294","Unknown.192","Unknown.363","Unknown.151","Unknown.332","Unknown.354","Unknown.315","Unknown.214","Unknown.241","Unknown.41","Unknown.352","Unknown.38","Unknown.208","Unknown.328","Unknown.317","Unknown.43","Unknown.81","Unknown.77","Unknown.122","Unknown.215","Unknown.135","Unknown.22","Unknown.275","Unknown.243","Unknown.50","Unknown.236","Unknown.364","Unknown.170","Unknown.230","Unknown.34","Unknown.106","Unknown.387","Unknown.265","Unknown.283","Unknown.207","Unknown.293","Unknown.200","Unknown.137","Ribitol","Unknown.393","Unknown.367","Unknown.150","Unknown.74","Unknown.394","Unknown.103","Unknown.54","Unknown.266","Unknown.37","Unknown.271","Unknown.129","Unknown.59","Unknown.313","Unknown.390","Unknown.39","Unknown.187","Unknown.121","Unknown.323","Unknown.368","Unknown.228","Unknown.44","Unknown.278","Unknown.288","Unknown.85","Unknown.62","Unknown.58","Unknown.128","Unknown.277","Unknown.350","Unknown.365","Unknown.371","Unknown.132","Unknown.355","Unknown.6","Unknown.14","Unknown.149","Unknown.246","Unknown.78","Unknown.378","Unknown.84","Unknown.75","Unknown.212","Unknown.250","Unknown.314","Unknown.209","Unknown.351","Unknown.195","Unknown.329","Unknown.374","Unknown.219","Unknown.73","Unknown.330","Unknown.181","Unknown.115","Unknown.76","Unknown.141","Unknown.10","Unknown.242","Unknown.127","Unknown.345","Unknown.51","Unknown.142","Unknown.372","Unknown.255","Unknown.334","Unknown.325","Unknown.259","Unknown.301","Unknown.273","Unknown.15","Unknown.61","Unknown.168","Unknown.120","Unknown.335","Unknown.86","Unknown.134","Unknown.114","Unknown.284","Unknown.362","Unknown.69","Unknown.90","Unknown.87","Unknown.2","Unknown.112","Unknown.340","Unknown.57","Unknown.196","Unknown.320","Unknown.269","Unknown.88","Unknown.24","Unknown.64","Unknown.124","Unknown.218","Unknown.327","Unknown.311","Unknown.336","Unknown.35","Unknown.245","Unknown.56","Unknown.159","Unknown.217","Unknown.11","Unknown.249","Unknown.267","Unknown.268","Unknown.333","Unknown.111","Unknown.240","Unknown.16","Unknown.379","Unknown.302","Unknown.49","Unknown.72","Unknown.211","Unknown.131","Unknown.282","Unknown.324","Unknown.4","Unknown.140","Unknown.224","Unknown.312","Unknown.300","Unknown.231","Unknown.91","Unknown.82","Unknown.162","Unknown.19","Unknown.158","Unknown.125","Unknown.291","Unknown.97","Unknown.1","Unknown.316","Unknown.133","Unknown.225","Unknown.83","Unknown.319","Unknown.63","Unknown.36","Unknown.205","Unknown.272","Unknown.347","Unknown.297","Unknown.318","Unknown.17","Unknown.342","Unknown.348","Unknown.126","Unknown.13","Unknown.113","Unknown.199","Unknown.40","Unknown.264","Unknown.18","Unknown.344","Unknown.93","Unknown.148","Unknown.155","Unknown.341","Unknown.260","Unknown.119","Unknown.9","Unknown.176","Unknown.102","Unknown.167","Unknown.7","Unknown.281","Unknown.29","Unknown.253","Unknown.33","Unknown.386","Unknown.343","Unknown.139","Unknown.31","Unknown.373","Unknown.8","Unknown.67","Unknown.108","Unknown.358","Unknown.252","Unknown.100","Unknown.94","Unknown.304","Unknown.370","Unknown.117","Unknown.65","Unknown.130","Unknown.223","Unknown.143","Unknown.229","Unknown.381","Unknown.235","Unknown.326","Unknown.71","Unknown.60","Unknown.46","Unknown.123","Unknown.136","Unknown.101","Unknown.66","Unknown.213","Unknown.349","Unknown.262","Unknown.389","treatment","batID","concentration","data"
"29",0,0,0,0,0,0,0,0,0,0.00783546900627082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040968991907788,0,0,0,0,0,0,0,0,0,0,0,0,0.0138852632923625,0,0,0,0,0,0,0,0,0,0,0,0,0.0238945971753731,0,0.0431786897220564,0,0,0,0.0554156378880998,0.0227778039557294,0,0,0,0,0.0405330245011891,0,0,0,0,0,0,0,0.15384573120125,0,0,0,0,0,0,0,0,0.140056022408964,0,0,0,0,0,0,0,0,0,0,0,0.022828567283895,0,0,0.0319570081193256,0,0,0,0,0,0,0,0,0,0,0.0244559798633224,0,0,0,0,0,0,0,0.0254742325047623,0.0565622918890175,0,0,0,0,0,0,0.0325243629635297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109720454712811,0,0,0,0,0,0,0,0,0,0,0,0,0.135170798592554,0,0,0,0,0,0,0,0,0,0,0,0,0.0532746198707613,0,0,0.0261371418490429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126078190694652,0,0,0,0,0,0,0.204462741538634,0,0,0,0,0,0,0,0,0.27224970110851,0,0,0,0,0,0,0,0,0.0640454036762563,0,0,0,0,1.17926794622503,0,0,0,0,0,0,0,0,0,0,0,0,0.00850733658493353,0,0,0,0.0435101443941967,0,0,0,0,0.0603665554233121,0,0,0,0,0,0,0.00379530529991243,0.0418946761272788,0,0,0,0.949981937213407,0,0,0,0.0307685490246245,0,0,0,0.0250740980356921,0,0.0658460087870724,0,0,0,0,0,0,0,0,0,0.0178716775924279,0,0,0.0144376877459297,0,0,0,0,0,0,0.0658191340839259,0,0,0,0.0328528315575425,0,0,0,0,"C",23,"0","10.03.21"
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294857404251924,0,0,0,0,0,0,0,0,0.0750750750750751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107404189398026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507211634054309,0,0,0,0.00389224904091232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219607256127619,0,0,0,0.00388287012756072,0,0,0,0,0,0,0,0,0.0265532668505934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260408655511512,0,0,0,0,0,0,0,0,0.0468148459944912,0,0,0,0,0,0,0.0210822340621624,0,0,0,0,0,0,0,0,0.0799224101256249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246227738523899,0,0,0,0,0,0,0,0,0,0,0,0,0.0147108255919783,0,0,0,0.0428256815156124,0,0,0,0,0.0143075323178596,0,0,0,0,0,0,0,0.0778277861437685,0,0,0,0.30176966339205,0,0,0,0.00468007776244638,0,0,0,0.00457690971557883,0,0.0474244753623449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833097609977763,0,0,0,0,0,0,0,0,"C",24,"0","06.03.21"
"31",0,0,0.037023991804098,0,0,0,0,0,0,0.0664758694095596,0,0,0,0.041056732510454,0,0,0,0.0362732156087658,0,0,0,0,0,0,0,0,0,0,0.0441885417824113,0,0,0.0489720586840996,0,0,0,0.0271995490194648,0,0,0,0,0,0,0,0,0,0,0,0,0.086146205727264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183747111120454,0,0,0,0.11356026223111,0.163712112079303,0,0.138829243891149,0,0.192670622470689,0.109377366285687,0,0,0.247327129490875,0,0,0,0,0.222508613548035,0,0,0,0,0,0,0,0,0.094876660341556,0,0,0,0,0,0,0,0,0.0918950063086651,0,0,0,0,0,0.0848806115694183,0,0,0,0,0,0.0902218479304961,0,0,0,0,0,0,0,0,0,0,0,0,0.232161450345164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539014406751666,0,0,0,0,0,0,1.60955690905011,0,0,0,0,0.0709161743362388,0,0,0,0,0,0,0,0.556110653256803,0,0,0,0,0,0,0,0,0,0,0,0,0.424510311589282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587836310196699,0,0.714953445440665,0,0,0.167852106527849,0,0,0.324356767131962,0,0,0,0,0,0,0,0,0,0,0,0.0964211142290966,0,0,0,0,1.30405534979521,0,0.203245841450654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145886540127272,0,0,0.0895568747289162,0,0.237331080718737,0,0,0,0,0,0,0.0227377933443476,0.0730826999284832,0,0,0,4.77761794586775,0,0,0,0.255328258658273,0,0,0,0.198848438020851,0,0.556325160741184,0,0,0,0,0,0,0,0,0,0.113538811482671,0,0,0,0,0,0,0,0,0,0.45278239803065,0,0,0,0.0280361282085493,0,0,0,0,"C",24,"0","10.03.21"
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965653697753349,0,0,0,0,0,0,0,0,0,0,0,0,0.0184610265746964,0,0.0200522931435164,0,0,0,0,0.0100650528448345,0,0,0,0.00953592753099702,0.0205541840662004,0,0,0.0401473831874167,0,0,0,0,0.0119792414801876,0,0,0,0,0,0,0,0,0.151975683890578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187800580139219,0,0.0245848739569034,0,0,0,0,0,0,0,0.0103257248744456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237534469012632,0,0,0,0,0,0,0,0,0,0,0,0,0.0415091027450866,0,0,0,0,0,0,0,0,0,0,0,0,0.0409216180216347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161433798875422,0,0,0,0,0,0,0,0,0.102179544980243,0,0,0,0,0,0,0,0,0.0147221337320656,0,0,0,0,0.306021181508813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275495319653161,0,0,0,0,0.0377118504928413,0,0,0,0,0,0,0,0.0257014839941927,0,0,0,0.167464271202246,0,0,0,0.00883172398831629,0,0,0,0.0088472864975468,0,0.0548267200190983,0,0,0,0,0,0,0,0,0,0,0,0.00637284752989519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C",25,"0","10.03.21"
"33",0,0,0.00940961945641435,0,0,0,0,0,0,0.017587434183989,0,0,0,0.0108809417714173,0,0,0,0.0075912410471748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015040726788253,0,0,0.0158228250287861,0.0112231097516506,0,0,0,0,0,0,0,0,0,0,0,0,0.0391537931666904,0,0,0,0,0,0,0,0,0,0,0,0,0.0436264174797393,0,0.0759955084098046,0,0,0,0.0583738574277923,0.0560666676182195,0,0.0462757752695453,0,0.0407326539897666,0.0463051039535653,0,0,0.110564250641369,0,0,0,0,0.0659553222469604,0,0,0,0,0,0,0,0,0.0875656742556918,0,0,0,0.0251640108891538,0,0,0,0,0,0,0.00838800362971793,0,0,0,0.0316212094875555,0,0,0,0,0.010685417211284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334591403528084,0,0,0,0,0,0,0,0.0376775827376841,0,0,0,0,0,0,0,0.0889196818346148,0,0,0,0,0,0,0.284639766528033,0,0,0,0,0,0,0,0,0,0,0,0,0.12143541618478,0,0,0,0,0,0,0,0,0,0,0,0,0.0950591530227999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179056504056059,0,0,0,0,0,0,0.240539201989971,0,0,0,0,0,0.17430525724482,0,0,0.0869497718912719,0,0.277566665565212,0,0,0,0,0,0,0.0407864232438033,0,0,0,0,0.719422842782416,0,0,0.0429420815192728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775597048908709,0,0,0,0,0.0898044304692179,0,0,0,0,0,0,0.0154659927065429,0.0345149729775282,0,0,0,1.08336737090051,0,0,0,0.0459580478593287,0,0,0,0.0411481436800499,0,0.177814923099213,0.0065109678524384,0,0,0,0,0,0,0,0,0.0404784720615934,0,0,0.0312399365952956,0,0,0,0,0,0,0.195549000703302,0,0,0,0.052630323473877,0,0,0,0,"C",26,"0","08.03.21"
"34",0,0,0,0,0,0,0,0,0,0.0131658572017583,0,0,0,0.00843670884332377,0,0,0,0,0,0,0,0,0,0,0.00549820889245182,0,0,0,0.0101125720965554,0,0,0,0,0,0,0.00872367172915111,0,0,0,0,0,0,0,0,0,0,0,0,0.0255396968386332,0,0,0,0,0,0,0,0,0,0,0,0,0.0297637905180116,0,0.052261680766875,0,0,0,0,0.0285355893666706,0,0,0,0.0298785756723426,0.0561069834369614,0,0,0.0697721560600593,0,0,0,0.0180557047762562,0.268316037506279,0,0,0,0,0,0,0,0,0.117924528301887,0,0,0,0,0,0,0,0,0.0739503356777053,0,0,0.0298957934454922,0,0,0.075878726270465,0,0,0,0,0,0.043549487553157,0,0,0,0,0.0277435718017872,0,0,0,0,0,0,0,0.152853650764791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310310186218252,0,0,0,0.0227045035266591,0,0,0,0,0,0,0,0,0.223716265790994,0,0,0,0,0,0,0,0,0,0,0,0,0.0954208987953068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136571376622947,0,0,0,0,0.135612920584284,0,0.575745116350824,0,0,0,0,0,0,0,0,0.467445323239586,0,0,0,0,0,0,0,0,0.0635852362416218,0,0,0,0,1.05644812491563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927808402456953,0,0,0.0347856410199901,0,0.075017837612983,0,0,0,0,0,0,0.01085293634199,0.0619897225964218,0,0,0,1.0309772991696,0,0,0,0.0399567122225987,0,0,0,0.0353653060493613,0,0.133001558323255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211778609740576,0,0,0,0,0,0.185653508614855,0,0,0,0,0.0299015327032087,0,0,0,"C",26,"0","11.03.21"
"35",0,0,0,0,0,0,0,0,0,0.0557481142626913,0,0,0,0.0363509618045635,0,0,0,0,0,0,0,0,0,0,0,0,0.0320294025593936,0,0,0,0,0,0,0,0,0.0251481505305462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871292829353094,0,0,0,0,0.0886750714345432,0,0,0,0.0668013331012988,0.0901377530252161,0,0,0.247874665473916,0,0,0,0,0.103717421884077,0,0,0,0,0,0,0,0,0.139470013947001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16486748520323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472662231749598,0,0,0,0,0,0,0,0,0,0,0,0,0.256966561270485,0,0,0,0,0,0,0,0,0,0,0,0,0.284209005896768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741230517455193,0,0,0,0,0,0.405877520030012,0,0,0,0,0.454378711866187,0,0,0.434167111704162,0,0,0,0.0949745751034639,0,0,0,0,1.69313704811242,0,0,0,0.300896873135808,0,0,0,0,0,0,0,0,0,0,0,0,0.143292931740806,0,0,0.271144599870985,0,0.171998057957761,0,0,0,0,0,0,0,0.192093308447801,0,0,0,1.50381951041055,0,0,0,0,0,0,0,0,0,0.35634580252768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235441871953197,0,0,0,0,0,0,0,0,"C",27,"0","15.02.21"
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00453696144403155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330816405879874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108088001212603,0,0,0,0,0,0,0,0,0,0.0127514364499376,0,0,0,0,0,0,0,0.0285730906441924,0,0,0,0,0,0,0,0,0.0945179584120983,0,0,0,0,0,0,0,0,0.00676371277507482,0,0.00382667393811663,0.00740119581163346,0,0,0.0199342188535022,0,0,0,0,0,0.00880401363581542,0,0,0,0,0,0,0,0,0,0,0,0,0.0519859425579129,0.0167041864203541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400335795521296,0,0.00758409484440655,0,0.00542126938889562,0,0,0,0,0,0,0,0,0.0313076975419649,0,0,0,0,0,0,0,0,0,0,0,0,0.0177642905229321,0,0,0.0117552582228919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11257524253122,0,0.0627041810221691,0,0,0,0,0,0,0.0216566660553459,0,0,0,0,0,0,0,0,0.130018127957726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363775521873091,0,0,0,0,0,0,0.051108737488108,0,0,0,0,0,0.04675112363932,0,0,0,0.0240041662623947,0,0,0,0,0.0215590015232826,0,0,0,0,0,0,0,0.0307998419752357,0,0,0,0.18174481557598,0,0,0,0.00455827006920899,0,0,0,0.00670333833707205,0,0.0502137752306552,0,0,0,0,0,0.0250571674899136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016721943608002,0,0,0,"C",27,"0","11.03.21"
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109459367441177,0,0,0,0.0162740484408564,0,0,0,0,0,0.0111474291120443,0,0,0,0.00398083570146769,0,0,0,0.0258160734970967,0,0,0,0,0,0,0,0,0.0856898029134533,0,0,0,0,0,0,0,0,0,0,0,0.0226444747111395,0,0,0.0107346420447785,0,0,0,0,0,0,0,0,0,0,0.0176746926849296,0,0,0,0,0,0,0,0.0152916370037227,0.0225388273614699,0,0,0,0,0,0.00917824964603781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180036153612205,0,0.00558732890520636,0,0.00696074445091108,0,0,0,0,0,0,0,0,0.0284147804693818,0,0,0,0,0,0,0,0,0,0,0,0,0.144923113344184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507423131315125,0,0,0,0,0,0,0.0131852248979392,0,0,0.00878397809366263,0,0,0,0,0,0.165844556022568,0,0,0,0,0,0,0,0,0.0217992959137827,0,0,0,0,0.498776385861239,0,0,0,0,0,0,0,0,0,0,0,0,0.00538474738934507,0,0,0,0.038884759566019,0,0,0,0,0.0173065606829881,0,0,0,0,0,0,0.000625170914539659,0.00994392064415868,0,0,0,0.205366467130408,0,0,0,0.0185362087013074,0,0,0,0.0179959913256773,0,0.0312465650997008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127844184579556,0,0,0,0.036597548903069,0,0,0,0.00998204082187452,0,0,0,0,"C",27,"0","17.03.21"
"38",0,0,0,0,0,0,0,0,0,0.014495897231619,0,0,0,0.00653609651961391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00815982526796084,0,0,0,0.00752445314904247,0,0,0,0,0,0,0,0,0,0,0,0,0.0227086701761563,0,0,0,0,0,0,0,0,0,0,0,0,0.0333805685439148,0,0.0479058811514096,0,0,0,0.0414050830828467,0.0343159774967668,0,0,0,0.0226027748230033,0.0257502200417192,0,0,0.0843985964629893,0,0,0,0,0.0481647364591171,0,0,0,0,0,0,0,0,0.107642626480086,0,0,0,0,0,0,0,0,0.032245135035107,0,0,0,0,0,0.031762722870743,0,0,0,0,0,0.0154783707858724,0,0,0,0,0,0,0,0,0,0,0,0,0.0698497515547938,0,0,0,0,0,0,0,0.041899261397561,0,0,0,0,0,0,0,0,0.0283917207953706,0,0,0,0,0,0.19601818176149,0,0,0,0.0172785917894744,0,0,0,0,0,0,0,0,0.177915959447492,0,0,0,0,0,0,0,0,0,0,0,0,0.0877813646887121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177174691975421,0,0,0,0,0,0,0.288364812786134,0,0,0.0231381346639437,0,0,0,0,0,0.0987768321911049,0,0,0,0,0,0,0,0.865906302732577,0.0437759623784402,0,0,0,0,0.822583337142625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702145022156544,0,0,0.0400813911684334,0,0.0857458206781033,0,0,0,0,0,0,0.00467704476426018,0.0662904910738159,0,0,0,0.875460416817053,0,0,0,0.0410403324219862,0,0,0,0.0398990158380032,0,0.0901169455332546,0.00522417075555099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C",28,"0","13.03.21"
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000615569707650887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048364933253486,0,0,0,0,0,0,0,0,0,0,0,0,0.00358421846944079,0,0.00569423995661035,0,0,0,0.00492191573113134,0,0,0,0,0,0.00551370806810043,0,0,0,0,0,0,0,0.0266148035831547,0,0,0,0,0,0,0,0,0.0815660685154976,0,0,0,0,0,0,0,0,0.00389684686173845,0,0.00102594951275148,0,0,0,0.00479862566092945,0,0,0,0,0,0.00394352095974345,0,0,0,0,0,0,0,0,0,0,0,0,0.0177634571860172,0.00800680941625445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429225572974309,0,0.0173944676187701,0,0,0,0.00192948959865965,0,0,0,0,0,0,0,0,0.0152069495160451,0,0,0,0,0,0,0,0,0,0,0,0,0.00663212513350333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197757272603839,0,0,0,0,0,0,0.0246509688935102,0,0,0.00185551555653851,0,0,0,0,0,0.0184794202365468,0,0,0,0,0,0,0,0,0.00452210364633377,0,0,0,0,0.102203064980577,0,0,0,0,0,0,0,0,0,0,0,0,0.00830887008824909,0,0,0,0.0094854096153186,0,0,0,0,0.0101828791553179,0,0,0,0,0,0,0,0.0174376191433408,0,0,0,0.0877869332005417,0,0,0,0.00360447326668824,0,0,0,0.00362032484714277,0,0.0225585602735123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198144755681616,0,0,0,0.00202195715131107,0,0,0,0,"C",29,"0","13.02.21"
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140647668090505,0,0,0,0.0200989872293388,0,0,0,0,0,0.0193623825341724,0,0,0,0,0,0,0,0.0280546007028538,0,0,0,0,0,0,0,0,0.0784929356357928,0,0,0,0,0,0,0,0,0.00795702730210457,0,0,0.00806165061773281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633310378412353,0.0307974281666212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292309060893767,0,0,0,0,0,0,0,0,0,0,0,0,0.049321410347178,0,0,0,0,0,0,0,0,0,0,0,0,0.1052524693506,0,0,0.023975705221942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597992940244874,0,0,0,0,0,0,0,0,0.0557274676865234,0.0261402767925749,0,0,0,0,0,0,0,0,0.0384928971796551,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02795235261926,0,0,0,0,0,0,0,0,0,0,0,0,0.0194443845923675,0,0,0,0.052404970501032,0,0,0,0,0.0229167476083534,0,0,0,0,0,0,0,0.0802305309723753,0,0,0,0.156055572059648,0,0,0,0.00321363238409447,0,0,0,0,0,0.0533819260564254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298416800400713,0,0,0,0.0135982033744921,0,0,0,0,"C",29,"0","15.03.21"
"41",0,0,0,0,0.00531306551094868,0,0.00402752166528168,0,0,0,0.0111697444752347,0,0,0,0,0.0898129595590691,0,0,0.00702970256087929,0,0.119668801147662,0,0.00559014662429267,0,0,0,0,0,0,0.0256883728635253,0,0,0,0,0,0,0,0.0278164120741316,0,0,0,0.0361836990958745,0.00873368108278911,0.00701915378752863,0.0134447632611935,0.0324881121653602,0.00411331835520038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334719610931984,0,0,0,0.0612222675209992,0,0,0,0,0,0,0,0,0.0205032991358979,0,0.0198767019988688,0,0,0,0,0,0,0,0,0.00116317807479935,0,0.0144384577108256,0,0,0,0.0556173526140156,0,0,0.0280112127553404,0.00971120074661686,0,0,0,0.000582292288956388,0,0,0,0.0195173404533897,0,0,0,0.00770974681621846,0,0,0,0,0,0,0,0,0,0.0176952156699525,0,0,0,0,0,0,0,0.111065924854421,0.0420614756068618,0,0.0113307890817214,0,0,0,0,0,0.00627159738274525,0,0.0023326854136091,0,0.0330127378266663,0,0,0,0,0,0,0,0,0.00983216001437109,0,0.0217114853103268,0,0,0,0,0,0.00511263881728616,0,0,0.00387843233525903,0,0,0,0,0.028500675838811,0,0,0,0,0,0,0,0,0,0,14.6966058857598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129855399946615,0,0,0,0,0.00735249502540946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128673937331341,0,0,0,0,0.197640410994837,0,0,0,0,0,0,0,0,0,0,0,0,0.00312314016335183,0,0,0,0.0203626488245558,0,0,0,0.00199301491171788,0,0,0,0,0,0,0.00358798944233755,0,0.0158576193522676,0,0,0.0620914864450935,0.303766696914923,0,0,0.00597412197425666,0.00861623807281844,0,0,0,0.00757683227200015,0,0.0796045599618579,0,0,0,0.00600225203652509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898199920746362,0,0,0,0.0287250130854017,0,0,0.00231721387936147,0,"C",3,"0","19.02.21"
